IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.167.44,4,1,0.75,270.60,0.00,N/A
104.25.213.111,4,1,0.75,270.70,0.00,N/A
172.65.132.98,4,1,0.75,271.00,0.00,N/A
104.18.4.150,4,1,0.75,271.25,0.00,N/A
172.65.50.47,4,1,0.75,271.39,0.00,N/A
104.17.165.12,4,1,0.75,271.48,0.00,N/A
104.19.255.89,4,1,0.75,271.55,0.00,N/A
104.20.13.207,4,1,0.75,271.91,0.00,N/A
104.25.102.228,4,1,0.75,271.99,0.00,N/A
104.25.119.35,4,1,0.75,272.10,0.00,N/A
104.17.66.96,4,1,0.75,272.49,0.00,N/A
104.24.43.42,4,1,0.75,273.25,0.00,N/A
172.65.133.127,4,1,0.75,273.30,0.00,N/A
104.18.31.207,4,1,0.75,273.72,0.00,N/A
104.19.63.124,4,1,0.75,273.80,0.00,N/A
104.16.118.96,4,1,0.75,273.85,0.00,N/A
104.20.5.83,4,1,0.75,274.00,0.00,N/A
104.25.118.134,4,1,0.75,274.42,0.00,N/A
104.17.180.225,4,1,0.75,274.56,0.00,N/A
104.24.253.234,4,1,0.75,274.60,0.00,N/A
172.65.104.55,4,1,0.75,275.35,0.00,N/A
172.65.241.100,4,1,0.75,275.56,0.00,N/A
104.18.80.206,4,1,0.75,275.64,0.00,N/A
104.24.6.216,4,1,0.75,275.67,0.00,N/A
104.19.213.15,4,1,0.75,275.68,0.00,N/A
104.25.42.215,4,1,0.75,275.68,0.00,N/A
104.25.197.215,4,1,0.75,276.08,0.00,N/A
172.67.114.92,4,1,0.75,276.40,0.00,N/A
172.65.203.105,4,1,0.75,276.59,0.00,N/A
104.21.8.46,4,1,0.75,277.33,0.00,N/A
104.16.239.112,4,1,0.75,277.40,0.00,N/A
104.21.91.239,4,1,0.75,277.89,0.00,N/A
104.25.105.45,4,1,0.75,278.26,0.00,N/A
172.65.110.248,4,1,0.75,278.32,0.00,N/A
104.25.155.34,4,1,0.75,278.36,0.00,N/A
104.19.0.204,4,1,0.75,278.48,0.00,N/A
104.24.239.189,4,1,0.75,278.94,0.00,N/A
172.65.136.26,4,1,0.75,279.16,0.00,N/A
104.25.187.174,4,1,0.75,279.61,0.00,N/A
104.17.247.78,4,1,0.75,279.99,0.00,N/A
104.25.122.135,4,1,0.75,280.01,0.00,N/A
172.65.1.90,4,1,0.75,280.15,0.00,N/A
172.65.37.17,4,1,0.75,280.26,0.00,N/A
104.25.0.99,4,1,0.75,280.78,0.00,N/A
104.18.26.178,4,1,0.75,280.82,0.00,N/A
104.25.11.84,4,1,0.75,281.22,0.00,N/A
104.18.198.168,4,1,0.75,281.49,0.00,N/A
104.17.248.128,4,1,0.75,282.65,0.00,N/A
104.21.125.130,4,1,0.75,282.94,0.00,N/A
104.17.163.141,4,1,0.75,282.95,0.00,N/A
172.67.135.119,4,1,0.75,283.42,0.00,N/A
104.18.69.207,4,1,0.75,283.47,0.00,N/A
104.18.28.154,4,1,0.75,283.50,0.00,N/A
104.24.235.30,4,1,0.75,284.04,0.00,N/A
104.20.40.181,4,1,0.75,284.12,0.00,N/A
104.19.221.151,4,1,0.75,285.34,0.00,N/A
162.159.17.207,4,1,0.75,285.38,0.00,N/A
172.65.42.121,4,1,0.75,285.69,0.00,N/A
141.101.123.230,4,1,0.75,285.99,0.00,N/A
104.25.149.194,4,1,0.75,286.15,0.00,N/A
172.66.159.122,4,1,0.75,286.27,0.00,N/A
104.17.40.251,4,1,0.75,286.61,0.00,N/A
104.21.35.197,4,1,0.75,287.38,0.00,N/A
104.17.82.182,4,1,0.75,287.58,0.00,N/A
104.18.79.50,4,1,0.75,288.58,0.00,N/A
104.16.246.106,4,1,0.75,288.91,0.00,N/A
172.66.43.57,4,1,0.75,289.15,0.00,N/A
104.25.128.65,4,1,0.75,289.19,0.00,N/A
172.67.111.251,4,1,0.75,289.54,0.00,N/A
104.17.111.105,4,1,0.75,289.64,0.00,N/A
104.17.161.58,4,1,0.75,291.06,0.00,N/A
104.25.217.244,4,1,0.75,291.08,0.00,N/A
104.27.5.93,4,1,0.75,292.23,0.00,N/A
104.25.67.222,4,1,0.75,292.30,0.00,N/A
104.19.212.211,4,1,0.75,292.59,0.00,N/A
104.16.251.80,4,1,0.75,293.99,0.00,N/A
104.18.93.105,4,1,0.75,294.22,0.00,N/A
172.65.124.103,4,1,0.75,294.27,0.00,N/A
172.67.234.25,4,1,0.75,294.74,0.00,N/A
172.65.73.92,4,1,0.75,296.66,0.00,N/A
104.16.126.38,4,1,0.75,315.28,0.00,N/A
104.19.239.69,4,1,0.75,319.67,0.00,N/A
104.29.141.118,4,1,0.75,342.59,0.00,N/A
